open,high,low,close,volume
2872.67000000,2885.00000000,2872.60000000,2884.61000000,2374.70630000
2884.62000000,2910.00000000,2884.61000000,2903.65000000,4265.09820000
2903.66000000,2904.23000000,2894.89000000,2901.05000000,1829.80430000
2901.05000000,2908.49000000,2898.23000000,2907.66000000,1175.37570000
2907.67000000,2915.44000000,2897.72000000,2899.33000000,2666.56780000
2899.32000000,2901.74000000,2895.74000000,2899.36000000,893.29030000
2899.37000000,2899.45000000,2889.55000000,2895.45000000,1142.29960000
2895.46000000,2902.07000000,2892.99000000,2900.01000000,1061.12510000
2900.00000000,2900.46000000,2887.38000000,2889.91000000,1059.28540000
2889.92000000,2898.76000000,2889.92000000,2893.64000000,653.71460000
2893.64000000,2908.50000000,2890.66000000,2907.16000000,970.75350000
2907.16000000,2925.27000000,2906.21000000,2917.51000000,2454.84570000
2917.52000000,2929.88000000,2913.87000000,2929.87000000,1540.33240000
2929.88000000,2938.00000000,2924.86000000,2926.33000000,1752.43810000
2926.33000000,2929.35000000,2917.30000000,2920.48000000,2537.20970000
2920.49000000,2932.65000000,2920.49000000,2925.66000000,1342.05770000
2925.66000000,2928.40000000,2919.06000000,2925.77000000,1104.50240000
2925.78000000,2931.30000000,2924.32000000,2928.53000000,1164.68670000
2928.52000000,2931.72000000,2925.00000000,2929.33000000,827.97890000
2929.33000000,2934.50000000,2920.37000000,2920.95000000,1070.97100000
2920.96000000,2927.49000000,2920.96000000,2927.18000000,700.08560000
2927.18000000,2952.30000000,2926.45000000,2948.41000000,3715.53780000
2948.42000000,2949.30000000,2934.31000000,2935.78000000,1625.17890000
2935.78000000,2944.33000000,2935.62000000,2936.23000000,963.47820000
2936.23000000,2937.93000000,2929.50000000,2931.41000000,2976.41170000
2931.41000000,2948.76000000,2928.45000000,2947.70000000,2753.83940000
2947.70000000,2950.91000000,2942.04000000,2946.94000000,1600.44360000
2946.95000000,2951.36000000,2942.24000000,2943.62000000,1043.51140000
2943.63000000,2945.00000000,2935.99000000,2941.11000000,1047.29660000
2941.12000000,2948.37000000,2941.07000000,2942.11000000,1055.30420000
2942.11000000,2943.06000000,2936.40000000,2936.41000000,837.37330000
2936.41000000,2940.00000000,2935.26000000,2939.05000000,571.33120000
2939.06000000,2947.52000000,2939.06000000,2947.52000000,1030.39190000
2947.53000000,2950.00000000,2942.96000000,2945.94000000,769.15610000
2946.00000000,2955.24000000,2945.33000000,2954.77000000,1141.51120000
2954.77000000,2958.53000000,2950.89000000,2951.34000000,1287.08370000
2951.33000000,2952.23000000,2946.35000000,2949.49000000,992.94470000
2949.50000000,2956.36000000,2949.41000000,2953.97000000,1653.90060000
2953.98000000,2953.98000000,2939.34000000,2941.29000000,1273.12190000
2941.29000000,2944.75000000,2936.26000000,2938.36000000,1336.52370000
2938.37000000,2943.50000000,2937.93000000,2940.88000000,647.97160000
2940.88000000,2942.17000000,2932.00000000,2932.87000000,3715.55010000
2932.87000000,2933.57000000,2922.95000000,2924.21000000,1464.34430000
2924.20000000,2928.00000000,2907.58000000,2907.59000000,2275.13270000
2907.66000000,2914.99000000,2895.37000000,2898.87000000,6322.06440000
2898.88000000,2905.00000000,2898.43000000,2903.71000000,1886.91730000
2903.72000000,2904.45000000,2882.41000000,2883.29000000,3888.04620000
2883.30000000,2885.31000000,2872.09000000,2880.06000000,3502.61640000
2880.06000000,2885.68000000,2875.49000000,2885.23000000,1383.05510000
2885.22000000,2893.13000000,2882.51000000,2892.37000000,1702.81390000
2892.37000000,2896.23000000,2887.52000000,2896.01000000,1298.68260000
2896.01000000,2908.72000000,2894.47000000,2908.08000000,2368.47190000
2908.07000000,2908.29000000,2902.19000000,2908.01000000,1251.45460000
2908.01000000,2923.40000000,2908.00000000,2921.29000000,1296.05040000
2921.30000000,2923.93000000,2918.00000000,2922.95000000,804.33720000
2922.96000000,2925.50000000,2920.49000000,2923.01000000,1232.11700000
2923.01000000,2932.43000000,2916.66000000,2926.78000000,1438.22770000
2926.79000000,2935.05000000,2922.68000000,2933.49000000,903.65430000
2933.50000000,2937.14000000,2931.72000000,2935.68000000,3974.94320000
2935.69000000,2938.09000000,2926.94000000,2927.33000000,761.17490000
2927.34000000,2936.49000000,2926.54000000,2931.37000000,1321.08710000
2931.38000000,2943.14000000,2931.17000000,2932.99000000,1716.01970000
2933.00000000,2937.45000000,2930.08000000,2933.99000000,749.36970000
2933.99000000,2935.50000000,2928.66000000,2934.00000000,435.46740000
2934.00000000,2939.23000000,2931.16000000,2937.66000000,777.20700000
2937.67000000,2940.57000000,2932.65000000,2934.26000000,972.49580000
2934.26000000,2935.77000000,2928.67000000,2929.10000000,921.05310000
2929.11000000,2930.56000000,2925.75000000,2928.60000000,1442.70200000
2928.60000000,2929.56000000,2923.23000000,2926.92000000,4307.93670000
2926.91000000,2931.03000000,2926.21000000,2928.95000000,637.38610000
2928.96000000,2940.49000000,2928.96000000,2932.49000000,1024.26690000
2932.49000000,2937.68000000,2931.15000000,2936.91000000,407.91730000
2936.92000000,2938.99000000,2936.83000000,2937.21000000,440.81650000
2937.21000000,2939.69000000,2931.99000000,2933.05000000,607.15670000
2933.06000000,2936.45000000,2932.20000000,2936.30000000,347.19480000
2936.30000000,2945.66000000,2936.30000000,2939.79000000,792.10170000
2939.80000000,2943.44000000,2937.14000000,2940.47000000,448.23610000
2940.48000000,2944.37000000,2936.85000000,2937.72000000,400.70370000
2937.73000000,2938.46000000,2930.81000000,2931.31000000,694.43170000
2931.30000000,2931.30000000,2910.04000000,2911.99000000,5169.61010000
2912.00000000,2920.50000000,2907.49000000,2919.93000000,1117.99160000
2919.93000000,2919.93000000,2907.42000000,2911.98000000,1088.69550000
2911.98000000,2925.51000000,2910.17000000,2923.89000000,1213.08820000
2923.89000000,2925.93000000,2920.91000000,2925.92000000,453.53350000
2925.92000000,2936.00000000,2925.92000000,2931.43000000,987.78560000
2931.43000000,2936.21000000,2927.90000000,2934.75000000,752.78010000
2934.74000000,2954.14000000,2934.74000000,2953.32000000,5991.66940000
2953.31000000,2957.04000000,2946.11000000,2947.85000000,1068.58670000
2947.86000000,2951.50000000,2942.48000000,2947.91000000,693.65630000
2947.92000000,2956.47000000,2947.31000000,2949.28000000,625.58900000
2949.27000000,2978.23000000,2949.27000000,2970.42000000,6588.66790000
2970.42000000,2975.94000000,2959.99000000,2962.38000000,3458.50540000
2962.39000000,2976.03000000,2962.20000000,2975.81000000,933.71660000
2975.82000000,2980.82000000,2974.30000000,2976.86000000,1337.43040000
2976.87000000,2976.93000000,2968.49000000,2970.18000000,1091.32230000
2970.19000000,2975.48000000,2963.04000000,2964.50000000,1654.28850000
2964.51000000,2969.50000000,2962.38000000,2962.60000000,1237.95710000
2962.61000000,2968.25000000,2960.26000000,2968.25000000,1312.19510000
2968.25000000,2970.67000000,2962.99000000,2965.92000000,954.55490000
2965.92000000,2969.08000000,2964.92000000,2967.80000000,618.75510000
2967.80000000,2969.95000000,2959.75000000,2959.75000000,1053.02940000
2959.74000000,2960.40000000,2953.67000000,2956.92000000,1172.78020000
2956.92000000,2962.63000000,2955.90000000,2959.36000000,517.96470000
2959.36000000,2962.99000000,2955.97000000,2960.18000000,808.87980000
2960.18000000,2961.20000000,2954.96000000,2955.56000000,626.95870000
2955.56000000,2957.50000000,2954.00000000,2954.49000000,398.52180000
2954.49000000,2963.14000000,2953.86000000,2962.82000000,484.80080000
2962.83000000,2971.95000000,2961.24000000,2967.96000000,1085.18360000
2967.96000000,2968.47000000,2955.02000000,2961.76000000,662.33970000
2961.75000000,2962.33000000,2954.53000000,2956.68000000,344.60420000
2956.69000000,2960.16000000,2950.14000000,2950.15000000,877.38650000
2950.14000000,2957.80000000,2949.82000000,2957.31000000,4068.50510000
2957.31000000,2959.84000000,2955.00000000,2957.11000000,1088.80700000
2957.12000000,2959.00000000,2955.01000000,2955.52000000,341.51410000
2955.51000000,2956.00000000,2951.64000000,2954.38000000,4078.81200000
2954.38000000,2954.38000000,2950.90000000,2950.90000000,3069.04560000
2950.90000000,2953.73000000,2945.60000000,2952.58000000,4524.62710000
2952.57000000,2955.97000000,2950.36000000,2952.62000000,629.96950000
2952.63000000,2953.99000000,2950.21000000,2950.82000000,515.36310000
2950.82000000,2953.22000000,2950.00000000,2950.00000000,593.58150000
2950.00000000,2963.19000000,2950.00000000,2960.08000000,1578.03910000
2960.09000000,2974.61000000,2957.98000000,2966.79000000,1643.16180000
2966.80000000,2973.50000000,2966.80000000,2972.98000000,770.39130000
2972.98000000,2984.00000000,2970.99000000,2977.59000000,2587.52630000
2977.59000000,2979.90000000,2968.99000000,2970.89000000,845.47680000
2970.90000000,2972.50000000,2968.63000000,2971.53000000,351.70740000
2971.53000000,2971.53000000,2965.51000000,2970.32000000,550.66210000
2970.32000000,2973.22000000,2968.79000000,2968.99000000,408.73030000
2969.00000000,2972.03000000,2967.93000000,2968.33000000,580.15990000
2968.32000000,2973.83000000,2968.32000000,2972.10000000,695.02630000
2972.11000000,2976.50000000,2970.35000000,2972.42000000,1618.38610000
2972.42000000,2972.47000000,2965.49000000,2966.53000000,567.73050000
2966.52000000,2966.52000000,2962.18000000,2964.42000000,1030.11980000
2964.41000000,2965.00000000,2958.97000000,2961.92000000,381.48530000
2961.92000000,2967.50000000,2958.74000000,2966.94000000,532.21210000
2966.94000000,2970.00000000,2964.76000000,2965.08000000,781.06530000
2965.09000000,2965.41000000,2960.49000000,2961.26000000,297.13710000
2961.26000000,2963.00000000,2960.57000000,2961.93000000,240.35930000
2961.93000000,2962.70000000,2956.38000000,2956.80000000,319.95080000
2956.80000000,2957.50000000,2954.36000000,2956.36000000,696.07240000
2956.36000000,2958.50000000,2952.74000000,2953.29000000,651.74720000
2953.29000000,2956.92000000,2952.64000000,2956.36000000,362.61070000
2956.37000000,2960.88000000,2955.12000000,2959.82000000,266.26920000
2959.81000000,2964.83000000,2959.04000000,2962.65000000,264.23750000
2962.64000000,2963.24000000,2959.07000000,2959.80000000,356.83480000
2959.74000000,2959.74000000,2937.99000000,2939.69000000,2179.24730000
2939.70000000,2942.99000000,2938.82000000,2941.06000000,1191.71020000
2941.07000000,2941.65000000,2933.52000000,2936.21000000,826.59050000
2936.21000000,2936.25000000,2930.00000000,2934.35000000,4028.10230000
2934.36000000,2934.73000000,2922.08000000,2923.29000000,9351.89500000
2923.29000000,2928.70000000,2923.29000000,2927.20000000,638.02780000
2927.19000000,2933.74000000,2927.19000000,2932.59000000,1408.01330000
2932.59000000,2932.59000000,2922.00000000,2926.35000000,1511.41130000
2926.36000000,2926.73000000,2921.11000000,2923.57000000,1448.88570000
2923.58000000,2927.26000000,2923.07000000,2927.22000000,1000.07790000
2927.25000000,2935.24000000,2927.25000000,2934.00000000,1090.83800000
2934.00000000,2938.44000000,2931.99000000,2935.07000000,1272.89040000
2935.08000000,2937.06000000,2932.22000000,2933.37000000,4172.39300000
2933.37000000,2938.30000000,2933.10000000,2938.29000000,486.27300000
2938.30000000,2939.69000000,2933.24000000,2934.49000000,711.23200000
2934.49000000,2935.95000000,2931.04000000,2931.11000000,331.83750000
2931.12000000,2933.48000000,2931.12000000,2932.00000000,559.63590000
2931.99000000,2932.71000000,2930.84000000,2930.87000000,284.64870000
2930.87000000,2932.73000000,2930.27000000,2932.53000000,624.48020000
2932.52000000,2939.69000000,2932.14000000,2937.87000000,1045.52050000
2937.87000000,2939.16000000,2935.22000000,2937.41000000,534.92870000
2937.42000000,2946.41000000,2936.84000000,2946.14000000,1264.42440000
2946.14000000,2953.32000000,2938.01000000,2938.41000000,1403.65740000
2938.42000000,2941.47000000,2936.99000000,2941.31000000,557.99510000
2941.30000000,2946.50000000,2941.30000000,2945.02000000,483.25680000
2945.03000000,2947.50000000,2944.37000000,2946.87000000,269.78970000
2946.86000000,2948.26000000,2945.55000000,2945.56000000,715.46260000
2945.56000000,2946.48000000,2942.21000000,2944.99000000,3276.25850000
2944.99000000,2945.50000000,2941.19000000,2945.49000000,651.67130000
2945.50000000,2949.08000000,2942.42000000,2944.51000000,1402.59990000
2944.51000000,2948.36000000,2942.14000000,2947.54000000,782.35400000
2947.54000000,2954.67000000,2946.21000000,2953.01000000,785.26060000
2953.01000000,2953.01000000,2945.99000000,2949.97000000,880.25040000
2949.97000000,2951.41000000,2935.29000000,2937.85000000,1390.98070000
2937.85000000,2941.69000000,2935.35000000,2939.83000000,671.17540000
2939.82000000,2941.01000000,2937.91000000,2939.46000000,540.50130000
2939.46000000,2939.46000000,2932.25000000,2934.05000000,1584.45940000
2934.05000000,2941.50000000,2934.04000000,2940.37000000,628.25840000
2940.38000000,2944.38000000,2940.37000000,2944.37000000,540.89390000
2944.38000000,2945.00000000,2938.51000000,2941.47000000,816.77220000
2941.48000000,2948.74000000,2941.09000000,2947.50000000,1307.07880000
2947.50000000,2948.84000000,2946.23000000,2946.38000000,681.53230000
2946.38000000,2948.63000000,2941.99000000,2942.41000000,703.01730000
2942.41000000,2943.60000000,2939.38000000,2942.35000000,386.25550000
2942.35000000,2942.36000000,2939.85000000,2940.97000000,521.52100000
2940.97000000,2947.66000000,2940.34000000,2944.07000000,903.87520000
2944.07000000,2949.60000000,2942.26000000,2946.96000000,668.39810000
2946.95000000,2946.95000000,2942.63000000,2946.01000000,319.10000000
2946.00000000,2946.04000000,2941.71000000,2945.44000000,672.46150000
2945.44000000,2945.45000000,2939.70000000,2939.70000000,467.19440000
2939.70000000,2939.92000000,2935.32000000,2937.82000000,486.85150000
2937.81000000,2942.57000000,2936.10000000,2940.97000000,588.48650000
2940.96000000,2940.97000000,2936.84000000,2937.44000000,316.74690000
2937.45000000,2945.24000000,2936.49000000,2944.52000000,718.76750000
2944.52000000,2949.27000000,2939.52000000,2940.15000000,1022.63150000
2940.14000000,2940.14000000,2935.93000000,2936.71000000,492.98520000
2936.71000000,2937.32000000,2930.07000000,2932.30000000,1688.66730000
2932.30000000,2936.73000000,2928.33000000,2929.23000000,1274.08620000
2929.23000000,2930.72000000,2927.58000000,2927.77000000,937.59140000
2927.77000000,2928.00000000,2923.37000000,2924.73000000,1068.97230000
2924.74000000,2927.93000000,2923.32000000,2923.50000000,610.19370000
2923.50000000,2923.50000000,2915.00000000,2919.37000000,1471.05900000
2919.38000000,2921.78000000,2919.38000000,2920.05000000,384.42290000
2920.06000000,2921.78000000,2916.00000000,2921.11000000,815.52630000
2921.11000000,2921.14000000,2914.24000000,2915.22000000,572.14860000
2915.21000000,2915.21000000,2912.00000000,2913.04000000,557.06330000
2913.03000000,2916.75000000,2910.07000000,2915.60000000,973.82000000
2915.60000000,2915.91000000,2908.42000000,2908.61000000,869.06470000
2908.61000000,2917.54000000,2908.31000000,2916.36000000,1217.81140000
2916.35000000,2916.49000000,2910.94000000,2915.60000000,621.31120000
2915.60000000,2915.88000000,2910.00000000,2914.40000000,769.31810000
2914.39000000,2915.88000000,2911.15000000,2911.43000000,876.89530000
2911.43000000,2914.37000000,2903.01000000,2904.15000000,1576.39210000
2904.14000000,2909.41000000,2903.14000000,2907.70000000,1037.83830000
2907.71000000,2911.41000000,2906.86000000,2909.25000000,534.05090000
2909.25000000,2909.75000000,2905.20000000,2905.37000000,731.99860000
2905.38000000,2907.43000000,2902.12000000,2902.33000000,1525.84650000
2902.33000000,2907.22000000,2902.32000000,2907.21000000,843.48090000
2907.21000000,2917.88000000,2907.21000000,2916.86000000,1129.01300000
2916.85000000,2917.00000000,2912.65000000,2912.71000000,742.25890000
2912.71000000,2915.50000000,2912.17000000,2912.85000000,631.25000000
2912.84000000,2913.68000000,2908.39000000,2911.24000000,905.48980000
2911.23000000,2911.24000000,2905.84000000,2908.75000000,1796.41560000
2908.75000000,2916.92000000,2908.75000000,2915.15000000,867.22980000
2915.15000000,2915.41000000,2908.18000000,2909.27000000,716.88700000
2909.27000000,2910.46000000,2905.71000000,2908.85000000,873.98860000
2908.85000000,2913.96000000,2908.85000000,2912.52000000,495.49560000
2912.51000000,2913.00000000,2910.17000000,2912.68000000,678.98100000
2912.68000000,2915.71000000,2911.43000000,2914.85000000,552.43010000
2914.84000000,2915.57000000,2914.00000000,2914.22000000,297.59350000
2914.22000000,2914.22000000,2909.47000000,2910.42000000,1749.14460000
2910.42000000,2915.70000000,2909.86000000,2913.81000000,610.25230000
2913.82000000,2917.99000000,2913.81000000,2916.20000000,426.45460000
2916.20000000,2917.14000000,2912.12000000,2914.06000000,480.50840000
2914.06000000,2915.35000000,2913.26000000,2913.26000000,387.42060000
2913.26000000,2914.96000000,2910.15000000,2910.79000000,462.75260000
2910.79000000,2911.68000000,2907.50000000,2909.25000000,876.94520000
2909.25000000,2912.42000000,2908.56000000,2910.20000000,319.69910000
2910.20000000,2915.48000000,2909.78000000,2914.62000000,363.00020000
2914.61000000,2916.00000000,2910.07000000,2910.07000000,319.62700000
2910.07000000,2914.19000000,2910.01000000,2913.26000000,422.34000000
2913.26000000,2914.50000000,2912.05000000,2914.00000000,276.94070000
2913.99000000,2917.99000000,2895.23000000,2897.56000000,5083.95250000
2897.56000000,2900.76000000,2890.59000000,2896.60000000,2024.71960000
2896.61000000,2901.52000000,2892.56000000,2892.73000000,1338.26550000
2892.74000000,2897.03000000,2890.04000000,2892.34000000,869.56060000
2892.34000000,2900.00000000,2888.69000000,2899.00000000,945.37660000
2898.99000000,2902.45000000,2898.07000000,2900.89000000,642.48200000
2900.88000000,2901.07000000,2897.51000000,2898.36000000,308.42670000
2898.36000000,2902.87000000,2897.53000000,2899.59000000,487.20450000
2899.59000000,2904.50000000,2897.67000000,2901.13000000,565.94780000
2901.13000000,2904.00000000,2900.07000000,2902.32000000,590.04850000
2902.32000000,2903.96000000,2901.00000000,2902.47000000,297.89920000
2902.48000000,2903.72000000,2901.54000000,2901.60000000,217.47800000
2901.60000000,2903.99000000,2899.72000000,2902.47000000,787.84240000
2902.47000000,2907.31000000,2902.46000000,2904.45000000,533.12210000
2904.45000000,2906.16000000,2902.55000000,2903.24000000,370.35030000
